01-01-2005 00:00,00:00:00,-200,1046.25,-200,4.247511134,724.25,-200,848,-200,897.75,1201.25,8.200000286,40.09999943,0.437450979
01-01-2005 00:00,01:00:00,1.6,1274.5,-200,8.763027094,930,214.9,648.5,106.3,1023.5,1617,5.325000048,50.72500038,0.456368098
01-01-2005 00:00,02:00:00,2.5,1172.75,-200,7.498693453,878.25,299.8,738,128.6,1002,1355.25,5.925000072,50.04999924,0.468927679
01-01-2005 00:00,03:00:00,2.7,1162.5,-200,7.563761174,881,-200,748.25,-200,1001.25,1295.5,4.850000143,53.875,0.46933879
01-01-2005 00:00,04:00:00,1.9,1054,-200,5.560495658,791,253.1,829.5,126,966.5,1131,4.324999928,55.32499981,0.465047907
01-01-2005 00:00,05:00:00,1.4,1004,-200,4.794557234,753,181,879.25,105.7,941.75,1036,4.199999928,57.10000038,0.47589133
01-01-2005 00:00,06:00:00,1.5,1001.25,-200,5.277767706,777.25,170.7,859,99,953.75,1009,3.5,58.34999943,0.463558903
01-01-2005 00:00,07:00:00,1.4,973.5,-200,4.458206703,735.5,168.1,888.25,96.7,944.5,966.25,3.024999976,60.70000076,0.466738052
01-01-2005 00:00,08:00:00,1.1,915,-200,3.011833142,652.75,168.7,973.25,94.2,904.5,901,2.599999964,63.22500134,0.47211191
01-01-2005 00:00,09:00:00,1,939.25,-200,2.952058024,649,145.4,995.75,86.1,897,879,3.874999881,58.97499943,0.480719824
01-01-2005 00:00,10:00:00,1.2,973,-200,4.702231773,748.25,190.1,877.5,96.8,968,990.5,4.699999928,57.19999981,0.493248832
01-01-2005 00:00,11:00:00,1.7,1011.333333,-200,5.367897359,781.6666667,224.5,846.3333333,113.4,992.3333333,1018.666667,6.76666673,48.63333384,0.482180302
01-01-2005 00:00,12:00:00,2.3,1096.5,-200,7.41622688,874.75,260.8,778.25,124.7,1079.75,1150.5,8.625,43.55000019,0.488652406
01-01-2005 00:00,13:00:00,2.2,1148.5,-200,8.356986221,913.75,381.8,742.25,147.1,1071.75,1242.25,9.525000095,41.22500038,0.490843787
01-01-2005 00:00,14:00:00,2.4,1117.25,-200,8.864232997,934,357.1,720.5,153.4,1074.75,1205.5,10.9000001,35.92500019,0.467989255
